"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"
"10467385"	"7.32e-01"	"3.23e-01"	"-1.0315989"	"-5.50815"	"-0.15475825"	"Cyp2c68"	"cytochrome P450, family 2, subfamily c, polypeptide 68"
"10343420"	"7.32e-01"	"3.23e-01"	"-1.0315447"	"-5.5082"	"-0.3320163"	""	""
"10402415"	"7.32e-01"	"3.23e-01"	"-1.0315416"	"-5.50821"	"-0.11387381"	"Serpina11"	"serine (or cysteine) peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 11"
"10382846"	"7.32e-01"	"3.23e-01"	"-1.0315175"	"-5.50823"	"-0.12644298"	"BC018473"	"cDNA sequence BC018473"
"10424400"	"7.32e-01"	"3.23e-01"	"-1.0314332"	"-5.50831"	"-0.09449628"	"Myc"	"myelocytomatosis oncogene"
"10497356"	"7.32e-01"	"3.23e-01"	"1.0313944"	"-5.50835"	"0.14807157"	"LOC100038947///Sirpb1b///Sirpb1a"	"signal-regulatory protein beta 1-like///signal-regulatory protein beta 1B///signal-regulatory protein beta 1A"
"10542156"	"7.32e-01"	"3.23e-01"	"1.0313346"	"-5.50841"	"0.1163509"	"Clec2d"	"C-type lectin domain family 2, member d"
"10445710"	"7.32e-01"	"3.23e-01"	"-1.0311976"	"-5.50854"	"-0.1035519"	"Frs3"	"fibroblast growth factor receptor substrate 3"
"10348070"	"7.32e-01"	"3.23e-01"	"-1.0307216"	"-5.509"	"-0.09814233"	"C130036L24Rik"	"RIKEN cDNA C130036L24 gene"
"10340070"	"7.32e-01"	"3.23e-01"	"-1.0307076"	"-5.50901"	"-0.22018805"	""	""
"10525256"	"7.32e-01"	"3.23e-01"	"-1.0307022"	"-5.50901"	"-0.11548104"	"Tmem116"	"transmembrane protein 116"
"10414866"	"7.32e-01"	"3.23e-01"	"-1.0306933"	"-5.50902"	"-0.11061258"	"Trav9d-3///Trav3n-3///Trav9d-4///Trav3-3"	"T cell receptor alpha variable 9D-3///T cell receptor alpha variable 3N-3///T cell receptor alpha variable 9D-4///T cell receptor alpha variable 3-3"
"10353871"	"7.32e-01"	"3.23e-01"	"-1.0305266"	"-5.50918"	"-0.26476751"	"Lman2l"	"lectin, mannose-binding 2-like"
"10499839"	"7.32e-01"	"3.23e-01"	"1.0302127"	"-5.50949"	"0.14977011"	"Snapin"	"SNAP-associated protein"
"10431410"	"7.32e-01"	"3.23e-01"	"1.0301951"	"-5.5095"	"0.19970317"	"Mapk11"	"mitogen-activated protein kinase 11"
"10342214"	"7.32e-01"	"3.23e-01"	"-1.0301649"	"-5.50953"	"-0.17380974"	""	""
"10360373"	"7.32e-01"	"3.23e-01"	"-1.0299706"	"-5.50972"	"-0.43310423"	"Pydc4"	"pyrin domain containing 4"
"10374442"	"7.32e-01"	"3.23e-01"	"-1.0299684"	"-5.50972"	"-0.11336444"	"C1d"	"C1D nuclear receptor co-repressor"
"10339226"	"7.32e-01"	"3.23e-01"	"-1.0299393"	"-5.50975"	"-0.19860701"	""	""
"10600602"	"7.32e-01"	"3.23e-01"	"1.029884"	"-5.5098"	"0.10819309"	""	""
"10523683"	"7.32e-01"	"3.23e-01"	"-1.0298235"	"-5.50986"	"-0.19142196"	"Dspp"	"dentin sialophosphoprotein"
"10339076"	"7.32e-01"	"3.23e-01"	"-1.0298232"	"-5.50986"	"-0.35906236"	""	""
"10604871"	"7.32e-01"	"3.23e-01"	"-1.0297845"	"-5.5099"	"-0.09087419"	"Mir470"	"microRNA 470"
"10458538"	"7.32e-01"	"3.23e-01"	"1.0297824"	"-5.5099"	"0.13911361"	"1700086O06Rik"	"RIKEN cDNA 1700086O06 gene"
"10489204"	"7.32e-01"	"3.23e-01"	"-1.029738"	"-5.50994"	"-0.19438036"	"Tgm2"	"transglutaminase 2, C polypeptide"
"10390954"	"7.32e-01"	"3.23e-01"	"1.029688"	"-5.50999"	"0.1361534"	""	""
"10341061"	"7.32e-01"	"3.23e-01"	"1.0296781"	"-5.51"	"0.27695041"	""	""
"10458046"	"7.32e-01"	"3.23e-01"	"-1.0295864"	"-5.51009"	"-0.16634385"	"Nrep"	"neuronal regeneration related protein"
"10430941"	"7.32e-01"	"3.23e-01"	"-1.0295559"	"-5.51012"	"-0.16874054"	""	""
"10573319"	"7.32e-01"	"3.23e-01"	"-1.0295559"	"-5.51012"	"-0.12454223"	"Podnl1"	"podocan-like 1"
"10437773"	"7.32e-01"	"3.23e-01"	"-1.029548"	"-5.51013"	"-0.23096793"	""	""
"10345855"	"7.32e-01"	"3.23e-01"	"-1.0295079"	"-5.51016"	"-0.13667496"	"Slc9a2"	"solute carrier family 9 (sodium/hydrogen exchanger), member 2"
"10344981"	"7.32e-01"	"3.24e-01"	"-1.0294111"	"-5.51026"	"-0.13427862"	"Pi15"	"peptidase inhibitor 15"
"10594679"	"7.32e-01"	"3.24e-01"	"-1.0294069"	"-5.51026"	"-0.10970226"	"Tln2"	"talin 2"
"10532580"	"7.32e-01"	"3.24e-01"	"1.0293726"	"-5.51029"	"0.24071984"	"Myo18b"	"myosin XVIIIb"
"10375730"	"7.32e-01"	"3.24e-01"	"-1.0293679"	"-5.5103"	"-0.38772619"	""	""
"10493907"	"7.32e-01"	"3.24e-01"	"1.0293332"	"-5.51033"	"0.15784876"	"Lce3f"	"late cornified envelope 3F"
"10572928"	"7.32e-01"	"3.24e-01"	"-1.0293131"	"-5.51035"	"-0.15647685"	"Rasd2"	"RASD family, member 2"
"10566043"	"7.32e-01"	"3.24e-01"	"1.0292806"	"-5.51038"	"0.18705894"	"Lrrc51"	"leucine rich repeat containing 51"
"10339879"	"7.33e-01"	"3.24e-01"	"1.0291544"	"-5.5105"	"0.19302818"	""	""
"10443244"	"7.33e-01"	"3.24e-01"	"1.029036"	"-5.51062"	"0.14633983"	"Anks1"	"ankyrin repeat and SAM domain containing 1"
"10430778"	"7.33e-01"	"3.24e-01"	"-1.0288472"	"-5.5108"	"-0.13383343"	"Phf5a"	"PHD finger protein 5A"
"10511290"	"7.33e-01"	"3.24e-01"	"1.0288229"	"-5.51082"	"0.15435969"	"Tnfrsf18"	"tumor necrosis factor receptor superfamily, member 18"
"10594540"	"7.33e-01"	"3.24e-01"	"1.0288226"	"-5.51082"	"0.09412318"	"Plekho2"	"pleckstrin homology domain containing, family O member 2"
"10513152"	"7.33e-01"	"3.24e-01"	"-1.028798"	"-5.51085"	"-0.19860553"	"Ptpn3"	"protein tyrosine phosphatase, non-receptor type 3"
"10358527"	"7.33e-01"	"3.24e-01"	"1.0287746"	"-5.51087"	"0.12613515"	"Hmcn1"	"hemicentin 1"
"10389339"	"7.33e-01"	"3.24e-01"	"-1.028723"	"-5.51092"	"-0.12019562"	"Usp32"	"ubiquitin specific peptidase 32"
"10340886"	"7.33e-01"	"3.24e-01"	"-1.0285963"	"-5.51104"	"-0.49298428"	""	""
"10598723"	"7.33e-01"	"3.24e-01"	"-1.0285337"	"-5.5111"	"-0.11527918"	"Ddx3x"	"DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 3, X-linked"
"10554325"	"7.33e-01"	"3.24e-01"	"-1.0283812"	"-5.51125"	"-0.13189531"	"Ticrr"	"TOPBP1-interacting checkpoint and replication regulator"
"10442968"	"7.33e-01"	"3.24e-01"	"1.0283568"	"-5.51127"	"0.14165341"	"Rgs11"	"regulator of G-protein signaling 11"
"10600836"	"7.33e-01"	"3.24e-01"	"-1.0282281"	"-5.51139"	"-0.09707156"	"Msn"	"moesin"
"10437499"	"7.33e-01"	"3.24e-01"	"1.0281965"	"-5.51142"	"0.1156896"	"Glyr1"	"glyoxylate reductase 1 homolog (Arabidopsis)"
"10358324"	"7.33e-01"	"3.24e-01"	"1.0281553"	"-5.51146"	"0.11630286"	"Cfhr3"	"complement factor H-related 3"
"10405343"	"7.33e-01"	"3.24e-01"	"1.0280923"	"-5.51152"	"0.16285297"	"Tspan17"	"tetraspanin 17"
"10340793"	"7.33e-01"	"3.24e-01"	"-1.0280719"	"-5.51154"	"-0.21513927"	""	""
"10606939"	"7.33e-01"	"3.24e-01"	"-1.027907"	"-5.5117"	"-0.10897003"	"Rps4x"	"ribosomal protein S4, X-linked"
"10599650"	"7.33e-01"	"3.24e-01"	"-1.0276372"	"-5.51196"	"-0.18744053"	"Etd"	"embryonic testis differentiation"
"10343942"	"7.33e-01"	"3.24e-01"	"-1.0276321"	"-5.51197"	"-0.11985145"	""	""
"10428209"	"7.33e-01"	"3.24e-01"	"1.0275878"	"-5.51201"	"0.26662583"	"Gm10384"	"predicted gene 10384"
"10605552"	"7.33e-01"	"3.24e-01"	"1.0275616"	"-5.51203"	"0.153844"	""	""
"10338688"	"7.33e-01"	"3.24e-01"	"1.027463"	"-5.51213"	"0.21851623"	""	""
"10557628"	"7.33e-01"	"3.24e-01"	"-1.0273356"	"-5.51225"	"-0.19830054"	"B130055M24Rik"	"RIKEN cDNA B130055M24 gene"
"10495316"	"7.33e-01"	"3.24e-01"	"-1.0273299"	"-5.51226"	"-0.15494084"	"Psrc1"	"proline/serine-rich coiled-coil 1"
"10572743"	"7.33e-01"	"3.25e-01"	"-1.0271225"	"-5.51246"	"-0.1268835"	"Olfr373"	"olfactory receptor 373"
"10343837"	"7.33e-01"	"3.25e-01"	"-1.0270741"	"-5.5125"	"-0.46830534"	""	""
"10438429"	"7.33e-01"	"3.25e-01"	"-1.0270561"	"-5.51252"	"-0.15283704"	"Olfr171///Olfr170///Olfr169"	"olfactory receptor 171///olfactory receptor 170///olfactory receptor 169"
"10341440"	"7.33e-01"	"3.25e-01"	"1.0270315"	"-5.51254"	"0.254264"	""	""
"10450796"	"7.33e-01"	"3.25e-01"	"-1.0269427"	"-5.51263"	"-0.20424621"	"Armcx5"	"armadillo repeat containing, X-linked 5"
"10505308"	"7.33e-01"	"3.25e-01"	"-1.0268652"	"-5.5127"	"-0.12600221"	"4933430I17Rik"	"RIKEN cDNA 4933430I17 gene"
"10348570"	"7.33e-01"	"3.25e-01"	"-1.0268622"	"-5.51271"	"-0.12143913"	"Espnl"	"espin-like"
"10342091"	"7.33e-01"	"3.25e-01"	"1.0268302"	"-5.51274"	"0.40824346"	""	""
"10472809"	"7.33e-01"	"3.25e-01"	"1.0266884"	"-5.51287"	"0.1345293"	"Dlx1"	"distal-less homeobox 1"
"10341685"	"7.33e-01"	"3.25e-01"	"1.0266717"	"-5.51289"	"0.15061208"	""	""
"10490246"	"7.33e-01"	"3.25e-01"	"-1.0266686"	"-5.51289"	"-0.12404927"	"Gm14326///Gm14403"	"predicted gene 14326///predicted gene 14403"
"10608714"	"7.33e-01"	"3.25e-01"	"-1.0266537"	"-5.51291"	"-0.14477008"	""	""
"10374313"	"7.33e-01"	"3.25e-01"	"-1.0266182"	"-5.51294"	"-0.116439"	""	""
"10477813"	"7.33e-01"	"3.25e-01"	"-1.0265277"	"-5.51303"	"-0.16866681"	""	""
"10368886"	"7.33e-01"	"3.25e-01"	"-1.0265164"	"-5.51304"	"-0.1760211"	""	""
"10415011"	"7.33e-01"	"3.25e-01"	"1.0264507"	"-5.5131"	"0.154297"	""	""
"10484205"	"7.33e-01"	"3.25e-01"	"1.0264459"	"-5.5131"	"0.12510714"	"Ccdc141"	"coiled-coil domain containing 141"
"10391508"	"7.33e-01"	"3.25e-01"	"-1.0263161"	"-5.51323"	"-0.09653089"	"Sost"	"sclerostin"
"10414047"	"7.34e-01"	"3.25e-01"	"-1.0261633"	"-5.51338"	"-0.12095186"	"Antxrl"	"anthrax toxin receptor-like"
"10597619"	"7.34e-01"	"3.25e-01"	"1.0260131"	"-5.51352"	"0.14054189"	"Slc22a13b-ps"	"solute carrier family 22 (organic cation transporter), member 13b, pseudogene"
"10439016"	"7.34e-01"	"3.25e-01"	"1.0257869"	"-5.51374"	"0.08804556"	"Gm5415///AF366264///1700007E05Rik///4930444G20Rik"	"predicted gene 5415///cDNA sequence AF366264///RIKEN cDNA 1700007E05 gene///RIKEN cDNA 4930444G20 gene"
"10359293"	"7.34e-01"	"3.25e-01"	"1.0256063"	"-5.51391"	"0.10764261"	"1600012P17Rik"	"RIKEN cDNA 1600012P17 gene"
"10342197"	"7.34e-01"	"3.25e-01"	"-1.0253472"	"-5.51416"	"-0.15617617"	""	""
"10565463"	"7.34e-01"	"3.25e-01"	"-1.0252068"	"-5.51429"	"-0.15168808"	"Ccdc81"	"coiled-coil domain containing 81"
"10419452"	"7.34e-01"	"3.25e-01"	"1.0250346"	"-5.51446"	"0.25597171"	"Olfr734"	"olfactory receptor 734"
"10404531"	"7.34e-01"	"3.26e-01"	"-1.0249874"	"-5.5145"	"-0.14267773"	"Psmg4"	"proteasome (prosome, macropain) assembly chaperone 4"
"10406456"	"7.34e-01"	"3.26e-01"	"1.0249693"	"-5.51452"	"0.15479388"	""	""
"10343629"	"7.34e-01"	"3.26e-01"	"1.0249377"	"-5.51455"	"0.27878035"	""	""
"10372139"	"7.34e-01"	"3.26e-01"	"1.0249344"	"-5.51455"	"0.1078593"	"Nts"	"neurotensin"
"10509820"	"7.34e-01"	"3.26e-01"	"-1.0248355"	"-5.51465"	"-0.1070274"	"Rcc2"	"regulator of chromosome condensation 2"
"10340553"	"7.34e-01"	"3.26e-01"	"-1.0248318"	"-5.51465"	"-0.19456145"	""	""
"10450611"	"7.34e-01"	"3.26e-01"	"1.0247746"	"-5.51471"	"0.21836989"	"Ppp1r18os"	"protein phosphatase 1, regulatory subunit 18, opposite strand"
"10399841"	"7.34e-01"	"3.26e-01"	"-1.0246258"	"-5.51485"	"-0.14707657"	"Cbll1"	"Casitas B-lineage lymphoma-like 1"
"10404284"	"7.34e-01"	"3.26e-01"	"-1.0245955"	"-5.51488"	"-0.19659444"	"Prl3d3"	"prolactin family 3, subfamily d, member 3"
"10363000"	"7.35e-01"	"3.26e-01"	"-1.0243853"	"-5.51508"	"-0.13495739"	"Gpx4"	"glutathione peroxidase 4"
"10588642"	"7.35e-01"	"3.26e-01"	"-1.0243852"	"-5.51508"	"-0.20224054"	"Nprl2"	"nitrogen permease regulator-like 2"
"10408056"	"7.35e-01"	"3.26e-01"	"-1.0242107"	"-5.51525"	"-0.18584534"	"Olfr1366"	"olfactory receptor 1366"
"10570344"	"7.35e-01"	"3.26e-01"	"1.024191"	"-5.51527"	"0.08396315"	"Lamp1"	"lysosomal-associated membrane protein 1"
"10536294"	"7.35e-01"	"3.26e-01"	"-1.0241819"	"-5.51527"	"-0.15641755"	"Peg10"	"paternally expressed 10"
"10491721"	"7.35e-01"	"3.26e-01"	"1.0241688"	"-5.51529"	"0.08840358"	"Spry1"	"sprouty homolog 1 (Drosophila)"
"10410366"	"7.35e-01"	"3.26e-01"	"-1.0241437"	"-5.51531"	"-0.20254838"	"Zfp738"	"zinc finger protein 738"
"10446074"	"7.35e-01"	"3.26e-01"	"1.0240227"	"-5.51543"	"0.0956186"	"Uhrf1"	"ubiquitin-like, containing PHD and RING finger domains, 1"
"10341850"	"7.35e-01"	"3.26e-01"	"1.0239796"	"-5.51547"	"0.28574486"	""	""
"10602737"	"7.35e-01"	"3.26e-01"	"-1.023869"	"-5.51557"	"-0.17096864"	""	""
"10421810"	"7.35e-01"	"3.26e-01"	"1.0237183"	"-5.51572"	"0.16492131"	"Rgcc///Rgcc"	"regulator of cell cycle///regulator of cell cycle"
"10446441"	"7.35e-01"	"3.26e-01"	"1.0237174"	"-5.51572"	"0.12409534"	"Ddx11"	"DEAD/H (Asp-Glu-Ala-Asp/His) box helicase 11"
"10355121"	"7.35e-01"	"3.26e-01"	"1.0236864"	"-5.51575"	"0.12974939"	"Mdh1b"	"malate dehydrogenase 1B, NAD (soluble)"
"10375065"	"7.35e-01"	"3.26e-01"	"-1.0236441"	"-5.51579"	"-0.17129957"	"Sh3pxd2b"	"SH3 and PX domains 2B"
"10588975"	"7.35e-01"	"3.26e-01"	"-1.0235974"	"-5.51583"	"-0.13352547"	"Usp19"	"ubiquitin specific peptidase 19"
"10341638"	"7.35e-01"	"3.26e-01"	"-1.0235504"	"-5.51588"	"-0.37281506"	""	""
"10448376"	"7.35e-01"	"3.26e-01"	"1.023434"	"-5.51599"	"0.17301915"	"Flywch2"	"FLYWCH family member 2"
"10339342"	"7.35e-01"	"3.26e-01"	"1.0234258"	"-5.516"	"0.31564801"	""	""
"10343845"	"7.35e-01"	"3.26e-01"	"1.0234194"	"-5.516"	"0.33203094"	""	""
"10339919"	"7.35e-01"	"3.26e-01"	"-1.0231454"	"-5.51627"	"-0.41116952"	""	""
"10538408"	"7.35e-01"	"3.26e-01"	"1.0229877"	"-5.51642"	"0.12318195"	"Mturn"	"maturin, neural progenitor differentiation regulator homolog (Xenopus)"
"10338113"	"7.35e-01"	"3.26e-01"	"-1.0229585"	"-5.51645"	"-0.29629691"	""	""
"10476383"	"7.35e-01"	"3.26e-01"	"-1.0228683"	"-5.51653"	"-0.10715042"	"Crls1"	"cardiolipin synthase 1"
"10455428"	"7.35e-01"	"3.26e-01"	"-1.0228586"	"-5.51654"	"-0.09356485"	"Spink14"	"serine peptidase inhibitor, Kazal type 14"
"10520706"	"7.35e-01"	"3.27e-01"	"-1.0227785"	"-5.51662"	"-0.14324216"	"Trim54"	"tripartite motif-containing 54"
"10364441"	"7.35e-01"	"3.27e-01"	"-1.0226804"	"-5.51671"	"-0.11308147"	"Vmn2r83"	"vomeronasal 2, receptor 83"
"10489687"	"7.35e-01"	"3.27e-01"	"-1.0226514"	"-5.51674"	"-0.11205696"	"Zfp663"	"zinc finger protein 663"
"10456414"	"7.35e-01"	"3.27e-01"	"-1.0225108"	"-5.51687"	"-0.13432495"	"Psmg2"	"proteasome (prosome, macropain) assembly chaperone 2"
"10407192"	"7.35e-01"	"3.27e-01"	"-1.0223843"	"-5.51699"	"-0.13219447"	"Slc38a9"	"solute carrier family 38, member 9"
"10530759"	"7.35e-01"	"3.27e-01"	"-1.0223584"	"-5.51702"	"-0.19320491"	"Ube2n"	"ubiquitin-conjugating enzyme E2N"
"10478077"	"7.35e-01"	"3.27e-01"	"-1.0222831"	"-5.51709"	"-0.16939695"	"Ralgapb"	"Ral GTPase activating protein, beta subunit (non-catalytic)"
"10395394"	"7.35e-01"	"3.27e-01"	"-1.022256"	"-5.51712"	"-0.13388951"	"Ispd"	"isoprenoid synthase domain containing"
"10441055"	"7.35e-01"	"3.27e-01"	"-1.0221398"	"-5.51723"	"-0.14267549"	"Pigp"	"phosphatidylinositol glycan anchor biosynthesis, class P"
"10563178"	"7.36e-01"	"3.27e-01"	"1.022016"	"-5.51735"	"0.17574365"	"Cd37"	"CD37 antigen"
"10343612"	"7.36e-01"	"3.27e-01"	"1.021973"	"-5.51739"	"0.15793303"	""	""
"10527575"	"7.36e-01"	"3.27e-01"	"1.0218005"	"-5.51755"	"0.15083065"	"Pan3"	"PAN3 poly(A) specific ribonuclease subunit"
"10566436"	"7.36e-01"	"3.27e-01"	"-1.0217137"	"-5.51764"	"-0.19836054"	"Olfr691"	"olfactory receptor 691"
"10608674"	"7.36e-01"	"3.27e-01"	"1.0216358"	"-5.51771"	"0.08994143"	""	""
"10497149"	"7.36e-01"	"3.27e-01"	"-1.0216222"	"-5.51772"	"-0.11712235"	"Wls"	"wntless homolog (Drosophila)"
"10472022"	"7.36e-01"	"3.27e-01"	"-1.0215752"	"-5.51777"	"-0.12106268"	"Lypd6b"	"LY6/PLAUR domain containing 6B"
"10600144"	"7.36e-01"	"3.27e-01"	"-1.0215291"	"-5.51781"	"-0.11348179"	"F8a"	"factor 8-associated gene A"
"10503958"	"7.36e-01"	"3.27e-01"	"-1.0214303"	"-5.51791"	"-0.15667954"	"1700009N14Rik"	"RIKEN cDNA 1700009N14 gene"
"10458709"	"7.36e-01"	"3.27e-01"	"-1.0213867"	"-5.51795"	"-0.13123248"	"Gm94"	"predicted gene 94"
"10404287"	"7.36e-01"	"3.27e-01"	"-1.0211674"	"-5.51816"	"-0.21536634"	"Prl3c1"	"prolactin family 3, subfamily c, member 1"
"10565609"	"7.36e-01"	"3.27e-01"	"-1.0211575"	"-5.51817"	"-0.20654949"	"Thrsp"	"thyroid hormone responsive"
"10340674"	"7.36e-01"	"3.27e-01"	"-1.0210661"	"-5.51825"	"-0.31010638"	""	""
"10607868"	"7.36e-01"	"3.27e-01"	"-1.0210593"	"-5.51826"	"-0.18964219"	"Tlr8"	"toll-like receptor 8"
"10581175"	"7.36e-01"	"3.27e-01"	"1.0210559"	"-5.51826"	"0.08929886"	"B3gnt9"	"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 9"
"10356461"	"7.36e-01"	"3.27e-01"	"1.0209961"	"-5.51832"	"0.13439764"	"Hjurp///6430706D22Rik"	"Holliday junction recognition protein///RIKEN cDNA 6430706D22 gene"
"10547613"	"7.36e-01"	"3.27e-01"	"1.020956"	"-5.51836"	"0.17335394"	"Rimklb"	"ribosomal modification protein rimK-like family member B"
"10362160"	"7.36e-01"	"3.27e-01"	"1.0209383"	"-5.51838"	"0.17092896"	""	""
"10351013"	"7.36e-01"	"3.27e-01"	"-1.0209292"	"-5.51838"	"-0.17332767"	"Rc3h1"	"RING CCCH (C3H) domains 1"
"10342159"	"7.36e-01"	"3.27e-01"	"-1.0209234"	"-5.51839"	"-0.59505564"	""	""
"10366767"	"7.36e-01"	"3.27e-01"	"1.0209109"	"-5.5184"	"0.10822052"	"Ctdsp2"	"CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase 2"
"10445147"	"7.36e-01"	"3.27e-01"	"1.0208988"	"-5.51841"	"0.25507608"	"Olfr119"	"olfactory receptor 119"
"10359386"	"7.36e-01"	"3.27e-01"	"-1.0208651"	"-5.51845"	"-0.12266873"	"Dars2"	"aspartyl-tRNA synthetase 2 (mitochondrial)"
"10534945"	"7.36e-01"	"3.27e-01"	"-1.020693"	"-5.51861"	"-0.08532953"	"Cyp3a13"	"cytochrome P450, family 3, subfamily a, polypeptide 13"
"10386636"	"7.36e-01"	"3.27e-01"	"-1.020585"	"-5.51871"	"-0.12079283"	"Usp22"	"ubiquitin specific peptidase 22"
"10364460"	"7.36e-01"	"3.28e-01"	"-1.0202784"	"-5.51901"	"-0.13501833"	"Gzmm"	"granzyme M (lymphocyte met-ase 1)"
"10436024"	"7.36e-01"	"3.28e-01"	"1.0202243"	"-5.51906"	"0.30386974"	"Gcsam"	"germinal center associated, signaling and motility"
"10341305"	"7.36e-01"	"3.28e-01"	"1.0202133"	"-5.51907"	"0.19548434"	""	""
"10394942"	"7.36e-01"	"3.28e-01"	"-1.0200387"	"-5.51923"	"-0.2115772"	"Taf1b"	"TATA-box binding protein associated factor, RNA polymerase I, B"
"10460585"	"7.36e-01"	"3.28e-01"	"1.0199561"	"-5.51931"	"0.19292031"	"Fosl1"	"fos-like antigen 1"
"10455019"	"7.36e-01"	"3.28e-01"	"-1.0198939"	"-5.51937"	"-0.15186195"	"Pcdhac2///Pcdhac1///Pcdha8///Pcdha2///Pcdha12///Pcdha3///Pcdha9///Pcdha1///Pcdha10///Pcdha11///Pcdha5///Pcdha7///Pcdha6///Pcdha4"	"protocadherin alpha subfamily C, 2///protocadherin alpha subfamily C, 1///protocadherin alpha 8///protocadherin alpha 2///protocadherin alpha 12///protocadherin alpha 3///protocadherin alpha 9///protocadherin alpha 1///protocadherin alpha 10///protocadherin alpha 11///protocadherin alpha 5///protocadherin alpha 7///protocadherin alpha 6///protocadherin alpha 4"
"10432408"	"7.36e-01"	"3.28e-01"	"-1.0198835"	"-5.51938"	"-0.12724381"	"C1ql4"	"complement component 1, q subcomponent-like 4"
"10521515"	"7.36e-01"	"3.28e-01"	"-1.019852"	"-5.51941"	"-0.1191289"	"Evc2"	"Ellis van Creveld syndrome 2"
"10521757"	"7.37e-01"	"3.28e-01"	"1.0194762"	"-5.51977"	"0.36172659"	""	""
"10515755"	"7.37e-01"	"3.28e-01"	"1.0194442"	"-5.5198"	"0.16768243"	"Mpl"	"myeloproliferative leukemia virus oncogene"
"10341165"	"7.37e-01"	"3.28e-01"	"1.0194031"	"-5.51984"	"0.5031232"	""	""
"10446785"	"7.37e-01"	"3.28e-01"	"-1.0193302"	"-5.51991"	"-0.13849508"	"Spast"	"spastin"
"10544417"	"7.37e-01"	"3.28e-01"	"-1.0193043"	"-5.51994"	"-0.15348565"	"Epha1"	"Eph receptor A1"
"10407040"	"7.37e-01"	"3.28e-01"	"1.0193014"	"-5.51994"	"0.20046701"	"Esco1"	"establishment of sister chromatid cohesion N-acetyltransferase 1"
"10354400"	"7.37e-01"	"3.28e-01"	"-1.0192387"	"-5.52"	"-0.14335977"	""	""
"10494170"	"7.37e-01"	"3.28e-01"	"-1.0190957"	"-5.52013"	"-0.13604259"	"Lysmd1"	"LysM, putative peptidoglycan-binding, domain containing 1"
"10341399"	"7.37e-01"	"3.28e-01"	"-1.0190835"	"-5.52015"	"-0.26539788"	""	""
"10459229"	"7.37e-01"	"3.28e-01"	"1.0188552"	"-5.52036"	"0.12753754"	"Pcyox1l"	"prenylcysteine oxidase 1 like"
"10581222"	"7.37e-01"	"3.28e-01"	"1.0188465"	"-5.52037"	"0.12321347"	"Fhod1"	"formin homology 2 domain containing 1"
"10536541"	"7.37e-01"	"3.28e-01"	"-1.0188447"	"-5.52037"	"-0.12648846"	"St7"	"suppression of tumorigenicity 7"
"10417769"	"7.37e-01"	"3.28e-01"	"-1.018756"	"-5.52046"	"-0.09481256"	"Gm2956///LOC100861615///Gm3558///Gm10409///Gm3020///Gm3005///Gm3002///Gm2897///Gm10406///Gm16525///Gm8108///Gm10021///2610042L04Rik///Hn1l"	"predicted gene 2956///alpha takusan-like///predicted gene 3558///predicted pseudogene 8348///predicted gene 3020///predicted gene 3005///alpha-takusan pseudogene///predicted gene 2897///predicted gene 10406///predicted gene, 16525///predicted gene 8108///predicted gene 10021///RIKEN cDNA 2610042L04 gene///hematological and neurological expressed 1-like"
"10411774"	"7.37e-01"	"3.28e-01"	"1.0186278"	"-5.52058"	"0.25481303"	""	""
"10535739"	"7.37e-01"	"3.28e-01"	"1.0184998"	"-5.5207"	"0.12406291"	"Usp12"	"ubiquitin specific peptidase 12"
"10455483"	"7.37e-01"	"3.28e-01"	"-1.0184103"	"-5.52079"	"-0.13251539"	"Ythdc2"	"YTH domain containing 2"
"10559399"	"7.37e-01"	"3.29e-01"	"-1.0180895"	"-5.52109"	"-0.1031961"	"Oscar"	"osteoclast associated receptor"
"10550519"	"7.37e-01"	"3.29e-01"	"1.0180599"	"-5.52112"	"0.16206054"	"Nanos2"	"nanos homolog 2 (Drosophila)"
"10542192"	"7.37e-01"	"3.29e-01"	"-1.0179331"	"-5.52124"	"-0.14433999"	"Tmem52b"	"transmembrane protein 52B"
"10464425"	"7.37e-01"	"3.29e-01"	"-1.0179271"	"-5.52125"	"-0.15446796"	"Grk5"	"G protein-coupled receptor kinase 5"
"10548176"	"7.37e-01"	"3.29e-01"	"1.0179109"	"-5.52126"	"0.17758461"	"Rhno1"	"RAD9-HUS1-RAD1 interacting nuclear orphan 1"
"10606565"	"7.37e-01"	"3.29e-01"	"-1.0178673"	"-5.5213"	"-0.09300762"	"Rps12"	"ribosomal protein S12"
"10606571"	"7.37e-01"	"3.29e-01"	"-1.0178673"	"-5.5213"	"-0.09300762"	"Rps12"	"ribosomal protein S12"
"10606575"	"7.37e-01"	"3.29e-01"	"-1.0178673"	"-5.5213"	"-0.09300762"	"Rps12"	"ribosomal protein S12"
"10463061"	"7.37e-01"	"3.29e-01"	"-1.0177651"	"-5.5214"	"-0.25995215"	""	""
"10557481"	"7.37e-01"	"3.29e-01"	"1.017741"	"-5.52143"	"0.16082494"	"Ypel3"	"yippee-like 3 (Drosophila)"
